"date","close","volume","open","high","low"
IBM daily, yyyy/MM/dd
"2016/06/23","155.3500","3963004.0000","153.4500","155.4800","152.6000"
"2016/06/22","152.9200","2833364.0000","153.7500","154.7100","152.2700"
"2016/06/21","154.0500","2760232.0000","154.1600","154.5689","153.6900"
"2016/06/20","153.6100","3571998.0000","152.6000","154.6700","152.5200"
"2016/06/17","151.9900","4659807.0000","150.9600","152.7200","150.6044"
"2016/06/16","151.0600","2427715.0000","150.1900","151.2950","149.0000"
"2016/06/15","150.6800","2257369.0000","151.4600","151.7925","150.6000"
"2016/06/14","151.0600","2864498.0000","151.2800","151.7900","150.4000"
"2016/06/13","151.2800","3607008.0000","151.6300","152.5000","150.2800"
"2016/06/10","152.3700","3120260.0000","152.7900","153.3299","151.8600"
"2016/06/09","153.4200","2021596.0000","152.9200","153.7600","152.7300"
"2016/06/08","154.0000","2933075.0000","153.5300","154.0900","153.0400"
"2016/06/07","153.3300","4462506.0000","153.3100","153.9300","152.6600"
"2016/06/06","152.7300","2374643.0000","153.0900","153.9500","152.3400"
"2016/06/03","152.8900","2328054.0000","152.4000","153.0400","151.7000"
"2016/06/02","153.5000","2642401.0000","152.5900","153.5000","152.1200"
"2016/06/01","152.5100","2659517.0000","153.0000","153.2700","151.5400"
"2016/05/31","153.7400","5836207.0000","152.5600","153.8100","152.2700"
"2016/05/27","152.8400","2457037.0000","152.3500","152.9300","152.1500"
"2016/05/26","152.4400","3060248.0000","151.5500","152.5100","151.0500"
"2016/05/25","151.6900","4355296.0000","148.9300","152.0900","148.5001"
"2016/05/24","148.3100","2921065.0000","146.8800","148.7500","146.8800"
"2016/05/23","146.7700","2103633.0000","147.6100","147.9500","146.6600"
"2016/05/20","147.2500","3578195.0000","145.7100","147.5100","145.5500"
"2016/05/19","144.9300","3678430.0000","146.4800","146.9300","143.9550"
"2016/05/18","147.3400","2488491.0000","147.9900","148.5200","146.3600"
"2016/05/17","148.0000","3490024.0000","149.2100","149.5000","147.2900"
"2016/05/16","149.4600","3062237.0000","147.6500","149.9900","147.4400"
"2016/05/13","147.7200","2394248.0000","148.7900","149.8600","147.4200"
"2016/05/12","148.8400","3249032.0000","149.2100","149.3900","147.1100"
"2016/05/11","148.9500","3088984.0000","149.7100","151.0900","148.7400"
"2016/05/10","149.9700","3992259.0000","148.2400","150.0400","147.7400"
"2016/05/09","147.3400","4301025.0000","147.7000","148.2000","147.0100"
"2016/05/06","147.2900","4893580.0000","144.8600","147.9700","144.4700"
"2016/05/05","146.4700","6500438.0000","145.9500","147.3000","145.4500"
"2016/05/04","144.2500","2576763.0000","143.3600","145.0000","143.3100"
"2016/05/03","144.1300","3584261.0000","144.6500","144.9000","142.9000"
"2016/05/02","145.2700","3502422.0000","146.5600","147.0000","144.4300"
"2016/04/29","145.9400","4223936.0000","146.4900","147.3400","144.1910"
"2016/04/28","147.0700","3791053.0000","149.7500","150.1800","146.7250"
"2016/04/27","150.4700","3110399.0000","149.3500","150.7800","148.9700"
"2016/04/26","149.0800","2978954.0000","148.6500","149.7900","147.9000"
"2016/04/25","148.8100","2846737.0000","148.1600","148.9000","147.1100"
"2016/04/22","148.5000","5191602.0000","149.4400","151.0000","147.5000"
"2016/04/21","149.3000","6014381.0000","146.5800","150.1200","146.4600"
"2016/04/20","146.1100","6749461.0000","144.2400","147.2000","144.0000"
"2016/04/19","144.0000","13187000.0000","146.4700","146.9500","142.6100"
"2016/04/18","152.5300","6309128.0000","151.7500","153.1400","151.4900"
"2016/04/15","151.7200","3657048.0000","151.0400","152.1000","150.9600"
"2016/04/14","151.1600","3176285.0000","151.5000","152.7600","150.3800"
"2016/04/13","151.2300","3167729.0000","150.7500","151.2300","149.6300"
"2016/04/12","149.6300","3592828.0000","149.6100","150.1100","148.5800"
"2016/04/11","149.2500","3844766.0000","150.2600","151.9500","149.2200"
"2016/04/08","149.3500","3293512.0000","149.0600","149.9900","148.1200"
"2016/04/07","148.2500","3662508.0000","149.0700","149.6000","148.0000"
"2016/04/06","150.0200","4194265.0000","149.9000","150.1500","147.8100"
"2016/04/05","150.0000","3336922.0000","151.4300","151.6000","149.6500"
"2016/04/04","152.0700","3904536.0000","152.3400","153.5200","151.9100"
"2016/04/01","152.5200","3921036.0000","150.5100","152.9600","150.2500"
"2016/03/31","151.4500","6778508.0000","149.7900","153.1000","149.3600"
"2016/03/30","148.4100","3329639.0000","149.9500","150.4100","148.3200"
"2016/03/29","149.3300","3138438.0000","147.5900","149.7600","147.5000"
"2016/03/28","148.4000","3264984.0000","147.7500","148.6500","147.2300"
"2016/03/24","147.9500","5043602.0000","144.9800","148.2200","144.4900"
"2016/03/23","145.4000","4763922.0000","148.0000","148.0300","145.1300"
"2016/03/22","148.1000","4079715.0000","148.0600","149.2800","147.8400"
"2016/03/21","148.6300","3721458.0000","147.3000","148.7100","146.7201"
"2016/03/18","147.0900","12088090.0000","147.4000","147.5100","145.5100"
"2016/03/17","147.0400","5821136.0000","144.7800","147.3200","144.4500"
"2016/03/16","144.7900","4221031.0000","142.6200","144.8800","142.1100"
"2016/03/15","142.9600","3687331.0000","141.7400","143.3300","141.5400"
"2016/03/14","142.7800","4047564.0000","142.0100","143.1900","141.0400"
"2016/03/11","142.3600","4418790.0000","141.7300","142.9236","140.5100"
"2016/03/10","140.1900","4019924.0000","141.2400","141.4700","138.0900"
"2016/03/09","140.4100","4402656.0000","139.3100","142.1700","139.2300"
"2016/03/08","139.0700","5575635.0000","139.7100","140.3500","137.4200"
"2016/03/07","140.1500","5165269.0000","137.2800","140.5100","136.8718"
"2016/03/04","137.8000","3968423.0000","137.5350","139.4200","137.0200"
"2016/03/03","137.8000","5150065.0000","137.2200","137.9602","136.0700"
"2016/03/02","136.3000","5214679.0000","133.7000","137.4400","133.2200"
"2016/03/01","134.3700","3786753.0000","132.2400","134.6400","132.0300"
"2016/02/29","131.0300","4427070.0000","132.0000","133.3600","130.9000"
"2016/02/26","132.0300","4385699.0000","134.5100","134.9200","131.9500"
"2016/02/25","134.5000","4355009.0000","133.2900","134.5100","130.8800"
"2016/02/24","132.8000","4119457.0000","131.5500","133.4900","129.6800"
"2016/02/23","132.4000","3437358.0000","133.1400","133.4100","132.0100"
"2016/02/22","133.7700","4456242.0000","133.8400","134.3100","132.4100"
"2016/02/19","133.0800","5122341.0000","132.3600","133.6500","130.8400"
"2016/02/18","132.4500","9948776.0000","130.0000","134.0000","129.7500"
"2016/02/17","126.1000","4820819.0000","123.7100","126.5700","123.2500"
"2016/02/16","122.7400","4061016.0000","121.8300","123.0900","121.3400"
"2016/02/12","121.0400","4935186.0000","119.2600","121.0500","118.3500"
"2016/02/11","117.8500","7304306.0000","118.7800","119.6600","116.9010"
"2016/02/10","120.1900","6456270.0000","125.0000","125.2900","119.8400"
"2016/02/09","124.0700","5956116.0000","126.1200","126.9300","123.7700"
"2016/02/08","126.9800","7363878.0000","126.0000","127.5100","124.1300"
"2016/02/05","128.5700","7176748.0000","127.2200","128.6400","125.8500"
"2016/02/04","127.6500","5263233.0000","125.0800","128.5000","125.0000"
"2016/02/03","124.7200","6223424.0000","123.9900","125.4499","122.2900"
"2016/02/02","122.9400","3287216.0000","123.6700","124.1400","122.6400"
"2016/02/01","124.8300","3571590.0000","124.4000","125.2900","123.7100"
"2016/01/29","124.7900","8246145.0000","123.2800","124.7900","122.9600"
"2016/01/28","122.2200","3942527.0000","121.2600","122.8300","121.0100"
"2016/01/27","120.9600","5016159.0000","122.7300","123.3700","120.6500"
"2016/01/26","122.5900","4614411.0000","122.2500","123.6100","122.2400"
"2016/01/25","122.0800","5442719.0000","122.1000","124.2300","121.6400"
"2016/01/22","122.5000","9237925.0000","124.6700","124.7400","121.7700"
"2016/01/21","122.9100","8851281.0000","121.3000","125.1000","120.5751"
"2016/01/20","121.8600","16157470.0000","118.4600","123.9900","118.0000"
"2016/01/19","128.1100","9834476.0000","130.1100","132.1000","128.0600"
"2016/01/15","130.0300","8976154.0000","130.0100","130.8800","128.8700"
"2016/01/14","132.9100","5708406.0000","131.9300","133.7900","131.2200"
"2016/01/13","131.1700","4692792.0000","133.5000","134.2799","131.1000"
"2016/01/12","132.9000","5075282.0000","133.6500","133.7800","131.1300"
"2016/01/11","133.2300","4970242.0000","131.8100","133.8200","131.7600"
"2016/01/08","131.6300","4758257.0000","133.1800","133.8160","131.3200"
"2016/01/07","132.8600","7023888.0000","133.7000","135.0200","132.4300"
"2016/01/06","135.1700","4306874.0000","134.3800","135.5800","133.6200"
"2016/01/05","135.8500","3924783.0000","136.7600","136.8900","134.8501"
